FK_municipio,df_ref,FK_instr_gestao,ini_vigencia,fim_vigencia,doc_anexado
41,2020-07-01,2,2020-07-02,2020-10-11,True
41,2020-01-01,0,2020-01-03,2020-04-01,False
41,2020-01-01,1,2020-01-07,2020-04-05,False
41,2020-01-01,2,2020-01-04,2020-04-11,False
41,2020-01-01,3,2020-01-03,2020-04-19,False
41,2020-01-01,4,2020-01-05,2020-04-24,True
41,2020-01-01,5,2020-01-05,2020-03-31,False
42,2021-07-01,0,2021-07-02,2021-09-28,False
42,2021-07-01,1,2021-07-04,2021-09-30,False
42,2021-07-01,2,2021-07-04,2021-09-30,True
42,2021-07-01,3,2021-07-06,2021-10-16,False
42,2021-07-01,4,2021-07-05,2021-10-08,False
42,2021-07-01,5,2021-07-02,2021-10-11,False
42,2021-01-01,0,2021-01-07,2021-04-11,False
42,2021-01-01,1,2021-01-03,2021-04-22,False
42,2021-01-01,2,2021-01-03,2021-04-11,False
42,2021-01-01,3,2021-01-04,2021-04-24,False
42,2021-01-01,4,2021-01-02,2021-03-30,False
42,2021-01-01,5,2021-01-05,2021-04-13,False
42,2020-07-01,0,2020-07-04,2020-09-29,False
42,2020-07-01,1,2020-07-07,2020-10-17,False
42,2020-07-01,2,2020-07-04,2020-10-06,False
42,2020-07-01,3,2020-07-02,2020-09-30,False
42,2020-07-01,4,2020-07-07,2020-10-02,False
42,2020-01-01,0,2020-01-06,2020-04-19,False
43,2021-07-01,0,2021-07-02,2021-10-03,False
43,2021-01-01,0,2021-01-05,2021-04-04,False
43,2020-07-01,0,2020-07-03,2020-10-20,False
43,2020-07-01,1,2020-07-06,2020-10-03,False
43,2020-01-01,0,2020-01-07,2020-04-15,True
43,2020-01-01,1,2020-01-04,2020-04-11,False
44,2021-07-01,0,2021-07-05,2021-10-16,False
44,2021-07-01,1,2021-07-06,2021-09-30,False
44,2021-01-01,0,2021-01-03,2021-04-02,True
44,2021-01-01,1,2021-01-02,2021-04-15,False
44,2021-01-01,2,2021-01-06,2021-04-20,False
44,2021-01-01,3,2021-01-04,2021-04-20,False
44,2021-01-01,4,2021-01-03,2021-04-12,True
44,2020-07-01,0,2020-07-02,2020-10-20,True
44,2020-07-01,1,2020-07-04,2020-10-01,False
44,2020-07-01,2,2020-07-05,2020-09-29,False
44,2020-01-01,0,2020-01-04,2020-04-13,False
44,2020-01-01,1,2020-01-06,2020-04-10,False
44,2020-01-01,2,2020-01-03,2020-03-24,False
44,2020-01-01,3,2020-01-06,2020-03-31,False
45,2021-07-01,0,2021-07-02,2021-09-26,False
45,2021-07-01,1,2021-07-05,2021-10-21,True
45,2021-01-01,0,2021-01-05,2021-04-25,False
45,2020-07-01,0,2020-07-07,2020-09-25,True
45,2020-07-01,1,2020-07-06,2020-10-16,False
45,2020-01-01,0,2020-01-05,2020-04-05,False
45,2020-01-01,1,2020-01-02,2020-04-06,False
45,2020-01-01,2,2020-01-05,2020-04-05,True
45,2020-01-01,3,2020-01-06,2020-03-26,False
45,2020-01-01,4,2020-01-07,2020-04-18,False
45,2020-01-01,5,2020-01-06,2020-04-15,True
46,2021-07-01,0,2021-07-05,2021-09-26,False
46,2021-07-01,1,2021-07-06,2021-09-30,True
46,2021-07-01,2,2021-07-06,2021-10-09,True
46,2021-07-01,3,2021-07-05,2021-09-23,True
46,2021-07-01,4,2021-07-05,2021-10-14,False
46,2021-01-01,0,2021-01-02,2021-03-28,False
46,2021-01-01,1,2021-01-03,2021-04-16,True
46,2021-01-01,2,2021-01-05,2021-03-29,True
46,2021-01-01,3,2021-01-03,2021-04-18,False
46,2021-01-01,4,2021-01-02,2021-04-19,True
46,2020-07-01,0,2020-07-05,2020-09-29,False
46,2020-07-01,1,2020-07-05,2020-10-14,True
46,2020-07-01,2,2020-07-05,2020-09-30,True
46,2020-07-01,3,2020-07-07,2020-10-15,True
46,2020-01-01,0,2020-01-03,2020-04-13,True
46,2020-01-01,1,2020-01-06,2020-04-20,False
47,2021-07-01,0,2021-07-03,2021-10-03,True
47,2021-07-01,1,2021-07-07,2021-10-12,True
47,2021-01-01,0,2021-01-03,2021-04-07,False
47,2021-01-01,1,2021-01-04,2021-04-11,True
47,2021-01-01,2,2021-01-07,2021-04-27,True
47,2021-01-01,3,2021-01-07,2021-04-02,True
47,2021-01-01,4,2021-01-05,2021-04-07,False
47,2021-01-01,5,2021-01-07,2021-04-06,False
47,2020-07-01,0,2020-07-03,2020-10-14,True
47,2020-07-01,1,2020-07-04,2020-09-27,False
47,2020-01-01,0,2020-01-05,2020-04-14,True
47,2020-01-01,1,2020-01-05,2020-04-04,True
47,2020-01-01,2,2020-01-04,2020-04-18,True
48,2021-07-01,0,2021-07-03,2021-10-04,False
48,2021-07-01,1,2021-07-02,2021-09-23,False
48,2021-07-01,2,2021-07-04,2021-09-28,True
48,2021-07-01,3,2021-07-06,2021-10-19,True
48,2021-07-01,4,2021-07-02,2021-10-07,False
48,2021-07-01,5,2021-07-02,2021-10-18,False
48,2021-01-01,0,2021-01-05,2021-04-13,False
48,2021-01-01,1,2021-01-03,2021-04-05,False
48,2021-01-01,2,2021-01-07,2021-04-03,False
48,2021-01-01,3,2021-01-07,2021-04-08,True
48,2020-07-01,0,2020-07-06,2020-10-22,False
48,2020-07-01,1,2020-07-04,2020-10-11,True
48,2020-07-01,2,2020-07-03,2020-09-22,False
48,2020-07-01,3,2020-07-07,2020-10-22,False
49,2021-07-01,0,2021-07-05,2021-10-09,False
49,2021-07-01,1,2021-07-05,2021-10-16,True
49,2021-07-01,2,2021-07-03,2021-10-20,True
49,2021-07-01,3,2021-07-05,2021-09-30,False
49,2020-07-01,0,2020-07-02,2020-09-30,False
49,2020-07-01,1,2020-07-07,2020-10-13,False
49,2020-01-01,0,2020-01-06,2020-04-03,False
49,2020-01-01,1,2020-01-02,2020-03-27,True
50,2021-07-01,0,2021-07-05,2021-10-16,False
50,2021-07-01,1,2021-07-03,2021-10-06,False
50,2021-07-01,2,2021-07-05,2021-10-19,False
50,2021-07-01,3,2021-07-07,2021-10-13,True
50,2021-01-01,0,2021-01-02,2021-04-21,False
50,2020-01-01,0,2020-01-06,2020-04-19,True
51,2021-07-01,0,2021-07-03,2021-10-18,True
51,2021-07-01,1,2021-07-02,2021-09-27,False
51,2021-07-01,2,2021-07-05,2021-10-07,False
51,2021-01-01,0,2021-01-05,2021-03-30,True
51,2021-01-01,1,2021-01-07,2021-04-16,True
51,2021-01-01,2,2021-01-05,2021-04-25,False
51,2020-07-01,0,2020-07-02,2020-09-29,False
51,2020-07-01,1,2020-07-06,2020-10-19,False
51,2020-01-01,0,2020-01-07,2020-04-22,True
51,2020-01-01,1,2020-01-02,2020-04-06,True
51,2020-01-01,2,2020-01-05,2020-04-11,True
51,2020-01-01,3,2020-01-03,2020-03-23,True
52,2021-07-01,0,2021-07-06,2021-10-15,False
52,2021-07-01,1,2021-07-05,2021-10-23,True
52,2021-01-01,0,2021-01-03,2021-04-09,False
52,2021-01-01,1,2021-01-04,2021-04-04,False
52,2020-07-01,0,2020-07-03,2020-10-11,False
52,2020-01-01,0,2020-01-05,2020-04-23,False
53,2021-07-01,0,2021-07-07,2021-10-02,True
53,2021-07-01,1,2021-07-07,2021-10-11,False
53,2021-07-01,2,2021-07-03,2021-10-06,False
53,2021-07-01,3,2021-07-07,2021-10-17,False
53,2021-01-01,0,2021-01-06,2021-04-12,False
53,2021-01-01,1,2021-01-05,2021-03-29,False
53,2021-01-01,2,2021-01-07,2021-04-10,False
53,2021-01-01,3,2021-01-02,2021-04-15,False
53,2021-01-01,4,2021-01-03,2021-03-24,False
54,2021-07-01,0,2021-07-03,2021-09-23,False
54,2021-07-01,1,2021-07-06,2021-10-04,True
54,2021-01-01,0,2021-01-04,2021-03-30,False
54,2020-07-01,0,2020-07-03,2020-10-10,True
54,2020-07-01,1,2020-07-02,2020-10-19,True
54,2020-07-01,2,2020-07-02,2020-10-08,False
54,2020-07-01,3,2020-07-07,2020-10-03,False
54,2020-07-01,4,2020-07-07,2020-09-26,True
54,2020-07-01,5,2020-07-03,2020-10-07,False
54,2020-01-01,0,2020-01-03,2020-03-31,True
54,2020-01-01,1,2020-01-06,2020-03-31,True
55,2021-07-01,0,2021-07-07,2021-09-30,False
55,2021-07-01,1,2021-07-07,2021-10-03,False
55,2020-07-01,0,2020-07-07,2020-10-24,False
55,2020-07-01,1,2020-07-02,2020-10-03,True
55,2020-07-01,2,2020-07-03,2020-10-04,True
55,2020-07-01,3,2020-07-03,2020-10-15,False
55,2020-07-01,4,2020-07-07,2020-09-30,False
55,2020-01-01,0,2020-01-06,2020-04-09,True
55,2020-01-01,1,2020-01-05,2020-04-12,False
56,2021-01-01,0,2021-01-05,2021-04-16,False
56,2021-01-01,1,2021-01-05,2021-04-24,True
56,2021-01-01,2,2021-01-02,2021-04-16,True
56,2021-01-01,3,2021-01-05,2021-03-28,True
56,2021-01-01,4,2021-01-03,2021-04-21,False
56,2021-01-01,5,2021-01-05,2021-04-12,False
56,2020-07-01,0,2020-07-03,2020-09-30,False
56,2020-01-01,0,2020-01-07,2020-03-31,True
56,2020-01-01,1,2020-01-02,2020-04-18,True
56,2020-01-01,2,2020-01-04,2020-04-09,False
57,2021-07-01,0,2021-07-02,2021-09-24,False
57,2021-07-01,1,2021-07-04,2021-10-21,True
57,2021-07-01,2,2021-07-05,2021-10-15,False
57,2021-07-01,3,2021-07-03,2021-10-21,False
57,2021-07-01,4,2021-07-05,2021-10-04,False
57,2021-07-01,5,2021-07-06,2021-10-13,False
57,2020-07-01,0,2020-07-03,2020-10-11,True
57,2020-07-01,1,2020-07-04,2020-10-01,False
57,2020-07-01,2,2020-07-04,2020-10-02,True
57,2020-01-01,0,2020-01-06,2020-04-03,True
57,2020-01-01,1,2020-01-04,2020-04-16,False
57,2020-01-01,2,2020-01-04,2020-04-03,False
57,2020-01-01,3,2020-01-06,2020-04-24,False
57,2020-01-01,4,2020-01-07,2020-04-26,False
58,2021-07-01,0,2021-07-05,2021-09-29,True
58,2021-07-01,1,2021-07-03,2021-10-21,False
58,2021-07-01,2,2021-07-02,2021-10-09,False
58,2021-01-01,0,2021-01-03,2021-04-05,True
58,2021-01-01,1,2021-01-04,2021-03-30,False
58,2021-01-01,2,2021-01-05,2021-04-24,False
58,2021-01-01,3,2021-01-07,2021-04-24,False
58,2021-01-01,4,2021-01-03,2021-04-12,False
58,2020-07-01,0,2020-07-02,2020-10-07,False
58,2020-01-01,0,2020-01-02,2020-03-29,False
58,2020-01-01,1,2020-01-07,2020-04-06,False
59,2021-07-01,0,2021-07-04,2021-09-25,False
59,2021-01-01,0,2021-01-05,2021-03-29,False
59,2021-01-01,1,2021-01-04,2021-04-18,True
59,2021-01-01,2,2021-01-03,2021-04-09,False
59,2020-07-01,0,2020-07-02,2020-10-06,True
59,2020-07-01,1,2020-07-07,2020-09-26,False
59,2020-07-01,2,2020-07-05,2020-10-08,False
59,2020-07-01,3,2020-07-04,2020-09-26,True
59,2020-07-01,4,2020-07-02,2020-09-25,False
59,2020-07-01,5,2020-07-07,2020-10-01,False
60,2021-07-01,0,2021-07-02,2021-10-13,False
60,2021-07-01,1,2021-07-07,2021-09-25,True
60,2021-07-01,2,2021-07-02,2021-09-20,False
60,2021-07-01,3,2021-07-06,2021-10-04,False
60,2021-07-01,4,2021-07-04,2021-09-23,False
60,2021-07-01,5,2021-07-07,2021-10-18,True
60,2020-07-01,0,2020-07-03,2020-10-05,False
60,2020-07-01,1,2020-07-06,2020-10-24,False
60,2020-07-01,2,2020-07-04,2020-09-24,False
60,2020-01-01,0,2020-01-02,2020-04-12,False
60,2020-01-01,1,2020-01-06,2020-04-19,True
60,2020-01-01,2,2020-01-03,2020-04-22,False
60,2020-01-01,3,2020-01-04,2020-04-03,False
60,2020-01-01,4,2020-01-04,2020-04-02,True
61,2021-07-01,0,2021-07-06,2021-09-27,False
61,2021-07-01,1,2021-07-03,2021-10-21,False
61,2021-07-01,2,2021-07-06,2021-09-28,False
61,2021-07-01,3,2021-07-06,2021-09-29,False
61,2021-07-01,4,2021-07-06,2021-10-24,False
61,2021-01-01,0,2021-01-07,2021-03-29,False
61,2021-01-01,1,2021-01-07,2021-04-11,True
61,2020-07-01,0,2020-07-05,2020-10-01,False
61,2020-07-01,1,2020-07-06,2020-10-10,True
61,2020-07-01,2,2020-07-04,2020-10-13,True
61,2020-07-01,3,2020-07-02,2020-10-05,True
61,2020-07-01,4,2020-07-05,2020-10-21,False
61,2020-01-01,0,2020-01-07,2020-04-19,False
61,2020-01-01,1,2020-01-06,2020-04-05,False
61,2020-01-01,2,2020-01-02,2020-03-28,False
61,2020-01-01,3,2020-01-07,2020-04-17,False
61,2020-01-01,4,2020-01-07,2020-04-21,False
61,2020-01-01,5,2020-01-06,2020-04-22,False
62,2021-07-01,0,2021-07-03,2021-10-11,True
62,2021-07-01,1,2021-07-06,2021-10-21,False
62,2020-07-01,0,2020-07-03,2020-10-18,False
62,2020-07-01,1,2020-07-07,2020-10-16,False
62,2020-01-01,0,2020-01-05,2020-04-19,False
62,2020-01-01,1,2020-01-07,2020-04-15,False
62,2020-01-01,2,2020-01-07,2020-04-22,False
62,2020-01-01,3,2020-01-03,2020-03-25,True
63,2021-07-01,0,2021-07-02,2021-10-13,True
63,2021-07-01,1,2021-07-04,2021-10-13,True
63,2021-07-01,2,2021-07-03,2021-10-12,False
63,2021-01-01,0,2021-01-07,2021-04-06,False
63,2021-01-01,1,2021-01-06,2021-04-17,False
63,2020-07-01,0,2020-07-03,2020-10-21,False
63,2020-07-01,1,2020-07-06,2020-10-08,False
63,2020-07-01,2,2020-07-06,2020-10-17,False
63,2020-07-01,3,2020-07-04,2020-09-22,False
63,2020-07-01,4,2020-07-05,2020-10-14,False
63,2020-07-01,5,2020-07-03,2020-09-27,False
63,2020-01-01,0,2020-01-05,2020-04-08,True
63,2020-01-01,1,2020-01-03,2020-03-23,True
63,2020-01-01,2,2020-01-04,2020-03-30,False
63,2020-01-01,3,2020-01-06,2020-04-14,False
64,2021-07-01,0,2021-07-04,2021-10-13,False
64,2021-07-01,1,2021-07-03,2021-09-27,False
64,2021-01-01,0,2021-01-03,2021-04-04,False
64,2021-01-01,1,2021-01-02,2021-03-30,False
64,2021-01-01,2,2021-01-05,2021-03-26,False
64,2021-01-01,3,2021-01-03,2021-04-03,False
64,2021-01-01,4,2021-01-04,2021-04-03,True
64,2020-07-01,0,2020-07-03,2020-09-26,True
64,2020-07-01,1,2020-07-03,2020-10-07,False
64,2020-07-01,2,2020-07-05,2020-10-18,True
64,2020-07-01,3,2020-07-05,2020-09-24,False
64,2020-07-01,4,2020-07-03,2020-10-12,False
64,2020-07-01,5,2020-07-07,2020-09-25,False
64,2020-01-01,0,2020-01-04,2020-04-06,False
64,2020-01-01,1,2020-01-04,2020-03-30,False
64,2020-01-01,2,2020-01-04,2020-04-21,True
65,2021-07-01,0,2021-07-02,2021-10-13,False
65,2021-07-01,1,2021-07-03,2021-10-11,True
65,2021-07-01,2,2021-07-06,2021-09-26,False
65,2021-01-01,0,2021-01-05,2021-04-04,False
65,2021-01-01,1,2021-01-06,2021-04-01,False
65,2020-07-01,0,2020-07-05,2020-10-12,True
65,2020-07-01,1,2020-07-05,2020-09-26,True
65,2020-07-01,2,2020-07-06,2020-10-07,True
65,2020-01-01,0,2020-01-03,2020-04-05,False
66,2021-07-01,0,2021-07-07,2021-10-03,True
66,2021-07-01,1,2021-07-03,2021-10-02,False
66,2021-01-01,0,2021-01-05,2021-04-22,True
66,2021-01-01,1,2021-01-02,2021-04-16,True
66,2021-01-01,2,2021-01-03,2021-04-15,True
66,2021-01-01,3,2021-01-04,2021-04-08,True
66,2021-01-01,4,2021-01-06,2021-04-01,True
66,2020-07-01,0,2020-07-07,2020-09-27,False
66,2020-07-01,1,2020-07-07,2020-09-28,True
66,2020-07-01,2,2020-07-06,2020-10-17,True
66,2020-07-01,3,2020-07-02,2020-09-25,False
67,2021-07-01,0,2021-07-05,2021-10-23,False
67,2021-07-01,1,2021-07-04,2021-10-09,True
67,2021-07-01,2,2021-07-02,2021-10-03,False
67,2021-07-01,3,2021-07-06,2021-10-16,True
67,2021-07-01,4,2021-07-07,2021-09-28,False
67,2021-07-01,5,2021-07-05,2021-10-09,False
67,2021-01-01,0,2021-01-05,2021-04-16,True
67,2021-01-01,1,2021-01-04,2021-04-24,False
67,2021-01-01,2,2021-01-03,2021-04-12,False
67,2021-01-01,3,2021-01-03,2021-04-14,False
67,2021-01-01,4,2021-01-03,2021-04-16,False
67,2021-01-01,5,2021-01-04,2021-04-13,False
67,2020-01-01,0,2020-01-05,2020-04-02,True
67,2020-01-01,1,2020-01-06,2020-04-05,False
67,2020-01-01,2,2020-01-03,2020-04-14,False
67,2020-01-01,3,2020-01-06,2020-04-19,False
67,2020-01-01,4,2020-01-02,2020-04-07,False
68,2021-07-01,0,2021-07-02,2021-10-05,True
68,2021-07-01,1,2021-07-06,2021-09-28,False
68,2021-07-01,2,2021-07-03,2021-10-09,False
68,2021-07-01,3,2021-07-02,2021-10-19,False
68,2021-07-01,4,2021-07-05,2021-09-29,False
68,2021-01-01,0,2021-01-04,2021-03-29,False
68,2021-01-01,1,2021-01-06,2021-03-29,True
68,2021-01-01,2,2021-01-03,2021-04-22,False
68,2021-01-01,3,2021-01-06,2021-04-16,False
68,2021-01-01,4,2021-01-07,2021-04-27,False
68,2020-07-01,0,2020-07-04,2020-09-23,True
68,2020-07-01,1,2020-07-07,2020-10-11,False
68,2020-07-01,2,2020-07-03,2020-10-16,True
68,2020-01-01,0,2020-01-06,2020-04-13,False
68,2020-01-01,1,2020-01-03,2020-04-04,False
69,2021-01-01,0,2021-01-05,2021-04-14,False
69,2020-07-01,0,2020-07-03,2020-10-19,False
69,2020-07-01,1,2020-07-06,2020-10-09,False
70,2021-07-01,0,2021-07-02,2021-09-24,True
70,2021-07-01,1,2021-07-07,2021-10-08,True
70,2021-07-01,2,2021-07-07,2021-09-26,True
70,2021-01-01,0,2021-01-06,2021-04-21,False
70,2021-01-01,1,2021-01-02,2021-03-28,False
70,2021-01-01,2,2021-01-04,2021-04-04,False
70,2021-01-01,3,2021-01-07,2021-04-13,False
70,2021-01-01,4,2021-01-02,2021-04-18,False
70,2020-01-01,0,2020-01-02,2020-03-28,False
70,2020-01-01,1,2020-01-07,2020-04-04,False
70,2020-01-01,2,2020-01-05,2020-03-30,True
70,2020-01-01,3,2020-01-03,2020-04-05,False
70,2020-01-01,4,2020-01-04,2020-03-27,False
71,2021-07-01,0,2021-07-03,2021-09-24,True
71,2021-07-01,1,2021-07-04,2021-10-05,False
71,2021-01-01,0,2021-01-03,2021-04-16,False
71,2021-01-01,1,2021-01-07,2021-04-03,True
71,2020-07-01,0,2020-07-03,2020-10-19,True
71,2020-07-01,1,2020-07-04,2020-10-18,True
71,2020-07-01,2,2020-07-06,2020-10-19,False
71,2020-01-01,0,2020-01-02,2020-04-02,False
71,2020-01-01,1,2020-01-03,2020-04-10,True
71,2020-01-01,2,2020-01-02,2020-04-01,False
71,2020-01-01,3,2020-01-02,2020-03-31,False
71,2020-01-01,4,2020-01-05,2020-03-29,False
71,2020-01-01,5,2020-01-07,2020-04-26,True
72,2021-07-01,0,2021-07-04,2021-10-22,True
72,2021-01-01,0,2021-01-05,2021-03-26,True
72,2020-01-01,0,2020-01-03,2020-04-13,False
72,2020-01-01,1,2020-01-04,2020-04-01,False
73,2021-07-01,0,2021-07-07,2021-10-23,False
73,2021-07-01,1,2021-07-03,2021-09-26,False
73,2021-07-01,2,2021-07-03,2021-10-05,False
73,2021-07-01,3,2021-07-07,2021-10-18,False
73,2021-07-01,4,2021-07-03,2021-10-20,False
73,2021-07-01,5,2021-07-02,2021-09-27,False
73,2021-01-01,0,2021-01-07,2021-04-21,False
73,2021-01-01,1,2021-01-02,2021-03-23,False
73,2021-01-01,2,2021-01-04,2021-03-31,True
73,2021-01-01,3,2021-01-06,2021-04-11,False
73,2020-07-01,0,2020-07-07,2020-09-28,False
73,2020-07-01,1,2020-07-07,2020-10-14,True
73,2020-07-01,2,2020-07-07,2020-10-02,False
74,2021-07-01,0,2021-07-07,2021-10-08,True
74,2021-07-01,1,2021-07-05,2021-10-13,False
74,2021-01-01,0,2021-01-05,2021-03-30,True
74,2021-01-01,1,2021-01-04,2021-04-05,False
74,2021-01-01,2,2021-01-05,2021-04-12,False
74,2021-01-01,3,2021-01-06,2021-03-28,False
74,2021-01-01,4,2021-01-05,2021-04-18,True
74,2020-07-01,0,2020-07-02,2020-09-25,False
74,2020-07-01,1,2020-07-07,2020-10-13,False
74,2020-07-01,2,2020-07-05,2020-10-22,False
74,2020-07-01,3,2020-07-02,2020-10-19,False
74,2020-07-01,4,2020-07-05,2020-10-14,True
74,2020-07-01,5,2020-07-07,2020-09-29,False
74,2020-01-01,0,2020-01-02,2020-03-30,False
74,2020-01-01,1,2020-01-02,2020-03-30,True
75,2021-07-01,0,2021-07-06,2021-09-28,False
75,2021-07-01,1,2021-07-02,2021-09-28,True
75,2021-01-01,0,2021-01-06,2021-04-14,False
75,2021-01-01,1,2021-01-02,2021-03-31,False
75,2021-01-01,2,2021-01-07,2021-04-16,True
75,2020-07-01,0,2020-07-06,2020-09-27,False
75,2020-07-01,1,2020-07-05,2020-10-21,False
75,2020-01-01,0,2020-01-05,2020-04-01,False
75,2020-01-01,1,2020-01-04,2020-04-05,True
76,2021-07-01,0,2021-07-04,2021-09-25,True
76,2021-07-01,1,2021-07-06,2021-10-21,False
76,2021-01-01,0,2021-01-02,2021-04-14,True
76,2021-01-01,1,2021-01-06,2021-04-07,True
76,2020-07-01,0,2020-07-07,2020-10-08,False
76,2020-01-01,0,2020-01-02,2020-03-27,False
76,2020-01-01,1,2020-01-04,2020-04-15,False
76,2020-01-01,2,2020-01-02,2020-03-24,False
76,2020-01-01,3,2020-01-05,2020-04-17,True
76,2020-01-01,4,2020-01-07,2020-03-29,False
76,2020-01-01,5,2020-01-05,2020-03-30,True
77,2021-07-01,0,2021-07-02,2021-09-26,True
77,2021-07-01,1,2021-07-07,2021-10-18,False
77,2021-07-01,2,2021-07-02,2021-10-10,True
77,2021-07-01,3,2021-07-07,2021-09-30,False
77,2021-07-01,4,2021-07-07,2021-10-15,False
77,2020-07-01,0,2020-07-06,2020-10-08,False
77,2020-01-01,0,2020-01-07,2020-04-08,False
77,2020-01-01,1,2020-01-05,2020-04-03,True
77,2020-01-01,2,2020-01-05,2020-04-07,False
78,2021-07-01,0,2021-07-05,2021-10-02,False
78,2021-07-01,1,2021-07-06,2021-10-06,True
78,2021-07-01,2,2021-07-05,2021-10-16,False
78,2021-07-01,3,2021-07-06,2021-10-14,False
78,2021-07-01,4,2021-07-03,2021-09-25,True
78,2021-01-01,0,2021-01-05,2021-04-06,False
78,2021-01-01,1,2021-01-04,2021-04-07,False
78,2021-01-01,2,2021-01-07,2021-04-09,False
78,2021-01-01,3,2021-01-03,2021-04-02,True
78,2021-01-01,4,2021-01-02,2021-04-18,False
78,2020-07-01,0,2020-07-06,2020-09-29,False
78,2020-07-01,1,2020-07-03,2020-10-20,False
78,2020-01-01,0,2020-01-06,2020-04-08,False
78,2020-01-01,1,2020-01-05,2020-04-11,False
78,2020-01-01,2,2020-01-02,2020-03-30,False
78,2020-01-01,3,2020-01-04,2020-03-30,False
78,2020-01-01,4,2020-01-07,2020-04-01,True
79,2021-07-01,0,2021-07-03,2021-09-29,False
79,2021-07-01,1,2021-07-02,2021-10-19,False
79,2021-07-01,2,2021-07-06,2021-10-23,False
79,2021-07-01,3,2021-07-02,2021-09-29,True
79,2021-07-01,4,2021-07-02,2021-10-16,False
79,2021-01-01,0,2021-01-07,2021-04-16,False
79,2020-07-01,0,2020-07-07,2020-10-08,False
79,2020-07-01,1,2020-07-05,2020-10-14,False
79,2020-07-01,2,2020-07-07,2020-09-30,False
79,2020-01-01,0,2020-01-03,2020-04-09,False
80,2021-01-01,0,2021-01-07,2021-04-13,False
80,2021-01-01,1,2021-01-04,2021-04-06,True
80,2021-01-01,2,2021-01-02,2021-03-29,False
80,2021-01-01,3,2021-01-05,2021-04-09,False
80,2021-01-01,4,2021-01-04,2021-04-16,True
80,2021-01-01,5,2021-01-04,2021-04-02,False
80,2020-07-01,0,2020-07-07,2020-10-05,False
80,2020-07-01,1,2020-07-04,2020-10-04,False
80,2020-07-01,2,2020-07-02,2020-10-17,False
80,2020-07-01,3,2020-07-03,2020-10-11,True
80,2020-07-01,4,2020-07-03,2020-10-10,False
80,2020-07-01,5,2020-07-06,2020-10-06,False
80,2020-01-01,0,2020-01-06,2020-03-27,False
80,2020-01-01,1,2020-01-05,2020-03-27,True
80,2020-01-01,2,2020-01-06,2020-04-09,False
80,2020-01-01,3,2020-01-02,2020-04-21,False
81,2021-01-01,0,2021-01-03,2021-03-27,False
81,2021-01-01,1,2021-01-07,2021-04-05,False
81,2021-01-01,2,2021-01-07,2021-04-03,True
81,2021-01-01,3,2021-01-07,2021-04-12,False
81,2021-01-01,4,2021-01-05,2021-04-02,False
81,2020-07-01,0,2020-07-05,2020-09-26,False
81,2020-07-01,1,2020-07-02,2020-09-23,False
81,2020-01-01,0,2020-01-03,2020-03-31,False
81,2020-01-01,1,2020-01-07,2020-04-10,False
81,2020-01-01,2,2020-01-06,2020-04-10,False
81,2020-01-01,3,2020-01-04,2020-04-21,False
81,2020-01-01,4,2020-01-02,2020-03-30,False
81,2020-01-01,5,2020-01-04,2020-03-31,False
82,2021-07-01,0,2021-07-06,2021-09-27,False
82,2021-07-01,1,2021-07-04,2021-10-09,False
82,2021-07-01,2,2021-07-03,2021-10-21,True
82,2021-07-01,3,2021-07-07,2021-10-05,False
82,2020-07-01,0,2020-07-03,2020-10-06,False
82,2020-07-01,1,2020-07-06,2020-10-05,False
82,2020-07-01,2,2020-07-05,2020-10-06,False
82,2020-07-01,3,2020-07-02,2020-09-25,False
82,2020-07-01,4,2020-07-03,2020-09-23,False
82,2020-01-01,0,2020-01-07,2020-04-01,False
83,2021-07-01,0,2021-07-06,2021-10-10,False
83,2021-07-01,1,2021-07-07,2021-10-22,False
83,2021-07-01,2,2021-07-04,2021-10-10,False
83,2021-07-01,3,2021-07-07,2021-09-29,False
83,2021-07-01,4,2021-07-04,2021-10-09,False
83,2021-01-01,0,2021-01-06,2021-04-26,False
83,2021-01-01,1,2021-01-07,2021-04-18,False
83,2020-07-01,0,2020-07-04,2020-10-12,False
83,2020-07-01,1,2020-07-03,2020-09-24,False
83,2020-07-01,2,2020-07-02,2020-10-06,False
83,2020-07-01,3,2020-07-04,2020-10-10,True
83,2020-07-01,4,2020-07-03,2020-10-07,False
83,2020-07-01,5,2020-07-07,2020-10-22,False
84,2021-07-01,0,2021-07-04,2021-09-28,True
84,2021-07-01,1,2021-07-07,2021-10-02,True
84,2021-07-01,2,2021-07-07,2021-10-10,True
84,2021-01-01,0,2021-01-02,2021-03-25,False
84,2021-01-01,1,2021-01-07,2021-04-15,False
84,2020-07-01,0,2020-07-07,2020-10-18,True
84,2020-07-01,1,2020-07-03,2020-09-30,False
84,2020-01-01,0,2020-01-03,2020-03-31,False
85,2021-07-01,0,2021-07-07,2021-09-29,False
85,2021-07-01,1,2021-07-02,2021-10-14,True
85,2021-07-01,2,2021-07-07,2021-10-14,True
85,2021-01-01,0,2021-01-03,2021-04-06,True
85,2021-01-01,1,2021-01-05,2021-03-27,True
85,2020-07-01,0,2020-07-04,2020-10-02,False
85,2020-07-01,1,2020-07-07,2020-10-19,False
85,2020-07-01,2,2020-07-03,2020-10-13,True
85,2020-07-01,3,2020-07-02,2020-09-26,False
85,2020-07-01,4,2020-07-04,2020-10-01,True
85,2020-07-01,5,2020-07-06,2020-10-15,False
